比較対象A_ID	比較対象B_ID	比較対象A_表層形	比較対象B_表層形	A-B	B-A
81678	81680	まくらに伏す	床を上げる	0	0
81678	81681	まくらに伏す	離床する	0	0
81679	81680	病臥する	床を上げる	0	0
81679	81681	病臥する	離床する	0	0
81699	81793	食う	飲む	0	0
81700	81793	食べる	飲む	0	0
81702	81794	食わせる・食わす	飲ます・飲ませる	0	0
81703	81795	食わせる	飲ます	0	0
81703	81796	食わせる	飲ませる	0	0
81704	81795	食わす	飲ます	0	0
81704	81796	食わす	飲ませる	0	0
81705	81795	食べさせる	飲ます	0	0
81705	81796	食べさせる	飲ませる	0	0
81706	81795	食らう	飲ます	0	0
81706	81796	食らう	飲ませる	0	0
81707	81795	食らわす・食らわせる	飲ます	0	0
81707	81796	食らわす・食らわせる	飲ませる	0	0
81708	81795	食らわす	飲ます	0	0
81708	81796	食らわす	飲ませる	0	0
81709	81795	食らわせる	飲ます	0	0
81709	81796	食らわせる	飲ませる	0	0
81711	81713	召し上がる	頂く	0	0
81713	81784	頂く	御馳走する	0	0
81722	81769	買い食いする	自炊する	0	0
81725	81726	食い倒す	飲み倒す	0	0
81743	81744	暴飲する	暴食する	0	0
81753	81754	愛飲する	飲み飽きる	0	0
81769	81770	自炊する	外食する	0	0
81771	81772	美食する	粗食する	0	0
81774	81775	生食する	火食する	0	0
81776	81777	肉食する	菜食する	0	0
81776	81778	肉食する	草食する	0	0
81776	81780	肉食する	混食する	0	0
81776	81781	肉食する	雑食する	0	0
81777	81780	菜食する	混食する	0	0
81777	81781	菜食する	雑食する	0	0
81790	81791	授乳する	離乳する	0	0
81790	81792	授乳する	乳離れする	0	0
81800	81802	独酌する	酌み交わす	0	0
81800	81803	独酌する	杯を傾ける	0	0
81804	81805	献杯する	返杯する	0	0
81814	81815	喫煙する	禁煙する	0	0
81829	81885	着衣する	脱衣する	0	0
81835	81872	着る	脱ぐ	464	332
81836	81877	着せる	脱がす	32	34
81851	81886	着帽する	脱帽する	0	0
81852	81872	かぶる	脱ぐ	32	8
81856	81887	はめる	抜く	19	10
81857	81872	履く	脱ぐ	236	143
81858	81872	はく	脱ぐ	32	21
81859	81872	穿く	脱ぐ	14	10
81913	81923	装う	やつす	0	0
81913	81924	装う	身をやつす	0	0
81914	81923	着飾る	やつす	0	0
81914	81924	着飾る	身をやつす	0	0
81915	81923	ドレスアップする	やつす	0	0
81915	81924	ドレスアップする	身をやつす	0	0
81916	81923	めかす	やつす	0	0
81916	81924	めかす	身をやつす	0	0
81917	81923	おめかしする	やつす	0	0
81917	81924	おめかしする	身をやつす	0	0
81918	81923	めかし込む	やつす	0	0
81918	81924	めかし込む	身をやつす	0	0
81919	81923	しゃれる	やつす	0	0
81919	81924	しゃれる	身をやつす	0	0
81920	81923	おしゃれする	やつす	0	0
81920	81924	おしゃれする	身をやつす	0	0
81921	81923	作り立てる	やつす	0	0
81921	81924	作り立てる	身をやつす	0	0
81925	81926	厚着する	薄着する	0	0
81926	81927	薄着する	重ね着する	0	0
81926	81928	薄着する	着込む	0	0
81926	81929	薄着する	着膨れる	0	0
81930	81933	正装する	略装する	0	0
81931	81933	礼装する	略装する	0	0
81932	81933	盛装する	略装する	0	0
81932	81936	盛装する	軽装する	0	0
81946	81947	男装する	女装する	0	0
81952	81971	永住する	仮寓する	0	0
81953	82058	定住する	流浪する	0	0
81953	82060	定住する	放浪する	0	0
82003	82004	独居する	群居する	0	0
82003	82005	独居する	雑居する	0	0
82003	82006	独居する	同居する	0	0
82003	82007	独居する	同棲する	0	0
82006	82008	同居する	別居する	0	0
82016	82019	在宅する	留守にする	0	0
82016	82020	在宅する	家を空ける	0	0
82016	82021	在宅する	家を外にする	0	0
82016	82023	在宅する	他行する	0	0
82016	82024	在宅する	他行する	0	0
82017	82019	留守を使う	留守にする	0	0
82018	82019	居留守を使う	留守にする	0	0
82027	82031	泊める	外泊する	0	0
82027	82032	泊める	来泊する	0	0
82027	82038	泊める	宿を借りる	0	0
82027	82039	泊める	投宿する	0	0
82031	82032	外泊する	来泊する	0	0
82041	82043	合宿する	分宿する	0	0
82042	82043	同宿する	分宿する	0	0
82078	82079	避寒する	避暑する	0	0
82087	82088	蓄髪する	剃髪する	0	0
82101	82111	化粧する	落とす	0	0
82103	82111	メーキャップする	落とす	0	0
82104	82111	メークする	落とす	0	0
82119	82128	湯あみする	水浴びする	0	0
82133	82134	暖を取る	涼む	0	0
82133	82136	暖を取る	涼を入れる	0	0
82133	82137	暖を取る	涼を取る	0	0
82154	82196	縁を結ぶ	縁を切る	0	0
82161	82193	結婚する	破婚する	0	0
82161	82195	結婚する	離婚する	0	0
82162	82195	婚姻する	離婚する	0	0
82164	82168	嫁取りする	婿取りする	0	0
82164	82169	嫁取りする	嫁入りする	0	0
82164	82170	嫁取りする	嫁入る	0	0
82164	82171	嫁取りする	嫁に行く	0	0
82164	82172	嫁取りする	縁付く	0	0
82164	82173	嫁取りする	嫁ぐ	0	0
82164	82174	嫁取りする	嫁する	0	0
82165	82168	めとる	婿取りする	0	0
82165	82169	めとる	嫁入りする	0	0
82165	82170	めとる	嫁入る	0	0
82165	82171	めとる	嫁に行く	0	0
82165	82173	めとる	嫁ぐ	17	0
82165	82174	めとる	嫁する	0	0
82166	82168	嫁をもらう	婿取りする	0	0
82166	82169	嫁をもらう	嫁入りする	0	0
82166	82170	嫁をもらう	嫁入る	0	0
82166	82171	嫁をもらう	嫁に行く	0	0
82166	82172	嫁をもらう	縁付く	0	0
82166	82173	嫁をもらう	嫁ぐ	0	0
82166	82174	嫁をもらう	嫁する	0	0
82167	82168	妻帯する	婿取りする	0	0
82167	82169	妻帯する	嫁入りする	0	0
82167	82170	妻帯する	嫁入る	0	0
82167	82171	妻帯する	嫁に行く	0	0
82167	82173	妻帯する	嫁ぐ	0	0
82167	82174	妻帯する	嫁する	0	0
82168	82172	婿取りする	縁付く	0	0
82168	82176	婿取りする	婿入りする	0	0
82168	82177	婿取りする	婿に入る	0	0
82168	82178	婿取りする	片付く	0	0
82168	82179	婿取りする	片付ける	0	0
82168	82180	婿取りする	めあわせる	0	0
82169	82176	嫁入りする	婿入りする	0	0
82170	82176	嫁入る	婿入りする	0	0
82184	82193	婚約する	破婚する	0	0
82189	82198	復縁する	離縁する	0	0
82202	82203	合祀する	分祀する	0	0
82209	82210	火葬する	土葬する	0	0
82209	82211	火葬する	水葬する	0	0
82210	82211	土葬する	水葬する	0	0
82210	82213	土葬する	荼毘に付す	0	0
82211	82213	水葬する	荼毘に付す	0	0
82214	82217	納骨する	散骨する	0	0
82216	82217	埋骨する	散骨する	0	0
82218	82220	喪に服する	除服する	0	0
82218	82221	喪に服する	除服する	0	0
82218	82222	喪に服する	除服する	0	0
82219	82220	服喪する	除服する	0	0
82219	82221	服喪する	除服する	0	0
82219	82222	服喪する	除服する	0	0
82227	82240	弔する	慶する	0	0
82427	82428	サーブする	レシーブする	0	0
82428	82429	レシーブする	スマッシュする	0	0
82442	82449	安打する	三振する	0	0
82442	82450	安打する	凡打する	0	0
82443	82449	快打する	三振する	0	0
82444	82449	単打する	三振する	0	0
82445	82449	ヒットする	三振する	0	0
82446	82449	好打する	三振する	0	0
82446	82450	好打する	凡打する	0	0
82447	82449	猛打する	三振する	0	0
82448	82449	痛打する	三振する	0	0
82448	82450	痛打する	凡打する	0	0
82452	82453	軽打する	長打する	0	0
82452	82454	軽打する	アーチを放つ	0	0
82455	82476	投球する	捕球する	0	0
82463	82464	好投する	失投する	0	0
82463	82465	好投する	暴投する	0	0
82475	82477	好捕する	ファンブルする	0	0
82476	82477	捕球する	ファンブルする	0	0
82476	82478	捕球する	送球する	0	0
82570	82576	うなずく	首を振る	0	0
82586	82591	性交する	自涜する	0	0
82586	82592	性交する	自慰する	0	0
82587	82591	セックスする	自涜する	0	0
82587	82592	セックスする	自慰する	0	0
82588	82591	交接する	自涜する	0	0
82588	82592	交接する	自慰する	0	0
82589	82591	交尾する	自涜する	0	0
82589	82592	交尾する	自慰する	0	0
82590	82591	つるむ	自涜する	0	0
82590	82592	つるむ	自慰する	0	0
82598	82600	肩を張る	肩をすくめる	0	0
82600	82601	肩をすくめる	肩を怒らす	0	0
82608	82724	立つ	座る	1490	1156
82608	82753	立つ	腰掛ける	7	18
82608	82754	立つ	腰を下ろす	0	0
82608	82755	立つ	腰を掛ける	0	0
82608	82772	立つ	しゃがむ	59	72
82610	82726	立ち上がる	座り込む	9	9
82610	82774	立ち上がる	しゃがみ込む	0	3
82611	82726	腰を上げる	座り込む	0	0
82611	82753	腰を上げる	腰掛ける	0	0
82611	82754	腰を上げる	腰を下ろす	0	0
82611	82755	腰を上げる	腰を掛ける	0	0
82612	82729	みこしを上げる	みこしを据える	0	0
82616	82682	起きる	伏せる	4	1
82616	82694	起きる	寝る	2718	4605
82620	82719	起立する	着席する	0	0
82621	82624	直立する	逆立ちする	0	0
82621	82625	直立する	倒立する	0	0
82637	82691	突っ立つ	突っ伏す	0	0
82655	82677	あお向く	うつむく	0	0
82655	82689	あお向く	うつぶす	0	0
82656	82679	あお向ける	うつむける	1	0
82656	82690	あお向ける	うつぶせる	0	0
82657	82677	あおのく	うつむく	0	0
82658	82679	あおのける	うつむける	0	0
82659	82661	のけぞる	のめる	0	0
82659	82662	のけぞる	つんのめる	0	0
82660	82661	反っくり返る	のめる	0	0
82660	82662	反っくり返る	つんのめる	0	0
82707	82708	仰臥する	伏臥する	0	0
82707	82709	仰臥する	腹ばう	0	0
82732	82733	独座する	対座する	0	0
82735	82743	正座する	安座する	0	0
82735	82744	正座する	ひざを崩す	0	0
82735	82745	正座する	横座りする	0	0
82735	82747	正座する	あぐらをかく	0	0
82735	82748	正座する	ひざを組む	0	0
82736	82743	端座する	安座する	0	0
82736	82744	端座する	ひざを崩す	0	0
82736	82745	端座する	横座りする	0	0
82736	82747	端座する	あぐらをかく	0	0
82736	82748	端座する	ひざを組む	0	0
82746	82744	ひざを正す	ひざを崩す	0	0
82746	82745	ひざを正す	横座りする	0	0
82787	82788	腰を据える	腰を浮かす	0	0
82787	82789	腰を据える	しりを上げる	0	0
82949	82950	なで上げる	なで下ろす	0	0
83008	83010	投下する	投げ上げる	0	0
83009	83010	投げ下ろす	投げ上げる	1	0
83129	83132	け込む	け出す	0	0
83129	83133	け込む	けり出す	0	0
83130	83132	けり込む	け出す	0	0
83130	83133	けり込む	けり出す	0	0
83154	83172	飲む	食う	0	0
83158	83197	飲み込む	かむ	0	0
83158	83205	飲み込む	咀嚼する	0	0
83158	83264	飲み込む	吐き出す	46	32
83176	83177	食い切る	食い掛かる	0	0
83230	83236	呼吸する	息をのむ	0	0
83230	83237	呼吸する	息を凝らす	0	0
83232	83236	息をする	息をのむ	0	0
83232	83237	息をする	息を凝らす	0	0
83233	83236	息づく	息をのむ	0	0
83233	83237	息づく	息を凝らす	0	0
83234	83236	息をつく	息をのむ	0	0
83234	83237	息をつく	息を凝らす	0	0
83250	83263	吸う	吐く	1184	507
83251	83264	吸い込む	吐き出す	73	24
83289	83308	目が明く	瞑目する	0	0
83289	83309	目が明く	目をつぶる	0	0
83289	83311	目が明く	つぶる	0	0
83289	83312	目が明く	つむる	0	0
83289	83313	目が明く	目を閉じる	0	0
83289	83314	目が明く	閉眼する	0	0
83290	83308	目を明ける	瞑目する	0	0
83290	83309	目を明ける	目をつぶる	0	0
83290	83311	目を明ける	つぶる	0	0
83290	83312	目を明ける	つむる	0	0
83290	83313	目を明ける	目を閉じる	0	0
83290	83314	目を明ける	閉眼する	0	0
83291	83308	開眼する	瞑目する	0	0
83291	83309	開眼する	目をつぶる	0	0
83291	83311	開眼する	つぶる	0	0
83291	83312	開眼する	つむる	0	0
83291	83313	開眼する	目を閉じる	0	0
83291	83314	開眼する	閉眼する	0	0
83292	83308	目を開く	瞑目する	0	0
83292	83309	目を開く	目をつぶる	0	0
83292	83311	目を開く	つぶる	0	0
83292	83312	目を開く	つむる	0	0
83292	83313	目を開く	目を閉じる	0	0
83292	83314	目を開く	閉眼する	0	0
83337	83338	負担が掛かる	負担を掛ける	0	0
83377	83386	身を固める	形影相弔う	0	0
83377	83387	身を固める	形影相弔う	0	0
83377	83388	身を固める	孤閨を守る	0	0
83377	83389	身を固める	孤立する	0	0
83378	83386	身が固まる	形影相弔う	0	0
83378	83387	身が固まる	形影相弔う	0	0
83378	83388	身が固まる	孤閨を守る	0	0
83378	83389	身が固まる	孤立する	0	0
83379	83386	身を持する	形影相弔う	0	0
83379	83387	身を持する	形影相弔う	0	0
83379	83388	身を持する	孤閨を守る	0	0
83379	83389	身を持する	孤立する	0	0
83379	83390	身を持する	身を持ち崩す	0	0
83383	83386	所帯をもつ	形影相弔う	0	0
83383	83387	所帯をもつ	形影相弔う	0	0
83383	83388	所帯をもつ	孤閨を守る	0	0
83383	83389	所帯をもつ	孤立する	0	0
83384	83386	妻帯する	形影相弔う	0	0
83384	83387	妻帯する	形影相弔う	0	0
83384	83388	妻帯する	孤閨を守る	0	0
83384	83389	妻帯する	孤立する	0	0
83402	83408	#NAME?	#NAME?	0	0
83403	83408	#NAME?	#NAME?	0	0
83404	83408	#NAME?	#NAME?	0	0
83405	83408	#NAME?	#NAME?	0	0
83406	83408	#NAME?	#NAME?	0	0
83456	83468	持戒する	破戒する	0	0
83481	83482	する	される	565	451
83489	83517	仕掛ける	やられる	0	0
83489	83520	仕掛ける	してやられる	0	0
83606	83618	手出しをする	手を引く	0	0
83607	83618	手を出す	手を引く	0	0
83608	83618	首を突っ込む	手を引く	0	0
83617	83618	手を広げる	手を引く	0	0
83666	83667	ぬれ衣を着せる	ぬれ衣を着る	0	0
83666	83670	ぬれ衣を着せる	冤罪を被る	0	0
83666	83672	ぬれ衣を着せる	罪を着る	0	0
83667	83668	ぬれ衣を着る	罪をかぶせる	0	0
83668	83670	罪をかぶせる	冤罪を被る	0	0
83668	83672	罪をかぶせる	罪を着る	0	0
83709	83711	強姦する	和姦する	0	0
83724	83793	成功する	失敗する	0	0
83745	83746	成績を上げる	成績を落とす	0	0
83834	83963	付き合う	別れる	405	226
83859	83964	和合する	離反する	0	0
83876	83877	丸く収まる	角が立つ	0	0
83889	83890	男をこしらえる	女をこしらえる	0	0
83915	83963	一緒になる	別れる	0	0
83934	83935	鎖国する	開国する	0	0
83934	83936	鎖国する	門戸を開く	0	0
83937	83978	仲たがいする	仲直りする	0	0
83985	84001	集合する	解散する	0	0
83989	84002	集会する	散会する	0	0
83998	84003	開会する	閉会する	0	0
84000	84001	結成する	解散する	0	0
84005	84009	出る	欠席する	0	0
84005	84010	出る	不参する	0	0
84005	84011	出る	欠場する	0	0
84005	84012	出る	欠課する	0	0
84005	84013	出る	病欠する	0	0
84006	84009	出席する	欠席する	0	0
84007	84010	参加する	不参する	0	0
84008	84011	出場する	欠場する	0	0
84014	84017	出座する	退座する	0	0
84041	84042	登院する	退院する	0	0
84044	84248	会う	別れる	411	219
84050	84248	出会う	別れる	156	78
84094	84096	待つ	待たせる	0	0
84094	84097	待つ	待たす	0	0
84122	84129	参上する	まかり出る	0	0
84130	84131	来訪する	往訪する	0	0
84134	84135	訪欧する	訪日する	0	0
84152	84154	挨拶する	返礼する	0	0
84232	84241	迎える	送る	246	171
84233	84242	出迎える	見送る	4	4
84238	84243	歓迎する	歓送する	0	0
84239	84246	奉迎する	奉送する	0	0
84240	84244	目迎する	目送する	0	0
84245	84260	送別する	留別する	0	0
84251	84253	生別する	死別する	0	0
84263	84264	人寄せする	人払いする	0	0
84329	84361	契約する	解約する	0	0
84355	84358	守る	破る	290	145
84357	84382	責任を取る	転嫁する	0	0
84357	84384	責任を取る	なすり付ける	0	0
84435	84464	妥結する	決裂する	0	0
84465	84466	賛成する	反対する	0	0
84465	84467	賛成する	難色を示す	0	0
84466	84469	反対する	賛同する	0	0
84466	84471	反対する	共鳴する	0	0
84467	84469	難色を示す	賛同する	0	0
84467	84471	難色を示す	共鳴する	0	0
84476	84552	がえんずる	否む	0	0
84478	84557	ＯＫする	断る	0	0
84478	84558	ＯＫする	拒む	0	0
84479	84576	うなずく	かぶりを振る	0	0
84479	84577	うなずく	頭を振る	0	0
84480	84578	首を縦に振る	首を横に振る	0	0
84482	84557	受け入れる	断る	39	73
84482	84558	受け入れる	拒む	70	58
84491	84560	承諾する	拒絶する	0	0
84492	84560	許諾する	拒絶する	0	0
84495	84561	応諾する	拒否する	0	0
84496	84561	受諾する	拒否する	0	0
84498	84582	快諾する	固辞する	0	0
84504	84558	応じる	拒む	11	5
84505	84558	応える	拒む	1	4
84539	84549	承認する	否認する	0	0
84548	84549	是認する	否認する	0	0
84550	84551	肯定する	否定する	0	0
84618	84629	加入する	仲間に入れる	0	0
84618	84630	加入する	脱退する	0	0
84619	84629	加盟する	仲間に入れる	0	0
84619	84630	加盟する	脱退する	0	0
84621	84629	入会する	仲間に入れる	0	0
84621	84631	入会する	退会する	0	0
84621	84632	入会する	脱会する	0	0
84622	84629	入団する	仲間に入れる	0	0
84622	84633	入団する	退団する	0	0
84623	84629	入党する	仲間に入れる	0	0
84623	84635	入党する	離党する	0	0
84623	84636	入党する	脱党する	0	0
84624	84629	入部する	仲間に入れる	0	0
84624	84634	入部する	退部する	0	0
84625	84629	仲間入りする	仲間に入れる	0	0
84626	84638	入る	抜ける	663	649
84628	84629	杯をもらう	仲間に入れる	0	0
84710	84711	先手を取る	後手に回る	0	0
84710	84714	先手を取る	出はなをくじく	0	0
84710	84715	先手を取る	出はなをたたく	0	0
84710	84716	先手を取る	出はなを折る	0	0
84711	84712	後手に回る	機先を制する	0	0
84712	84714	機先を制する	出はなをくじく	0	0
84712	84715	機先を制する	出はなをたたく	0	0
84712	84716	機先を制する	出はなを折る	0	0
84788	84789	けんかを売る	けんかを買う	0	0
84852	84853	善戦する	苦戦する	0	0
84862	84939	攻撃する	防衛する	0	0
84862	84946	攻撃する	守備する	0	0
84864	84933	攻める	防ぐ	21	24
84864	84942	攻める	守る	1434	776
84915	84920	出撃する	迎撃する	0	0
84915	84922	出撃する	要撃する	0	0
84968	85065	勝負が付く	引き分ける	0	0
84970	85064	勝訴する	敗訴する	0	0
84971	85035	勝つ	負ける	8662	2063
84971	85037	勝つ	敗れる	58	41
84972	85045	勝利する	敗北する	0	0
84973	85036	打ち勝つ	打ち負ける	2	0
84981	85051	勝ち越す	負け越す	12	7
84983	85052	大勝する	大敗する	0	0
84984	85053	完勝する	完敗する	0	0
84985	84988	圧勝する	辛勝する	0	0
84985	85054	圧勝する	惨敗する	0	0
84986	84988	快勝する	辛勝する	0	0
84986	85054	快勝する	惨敗する	0	0
84987	84988	楽勝する	辛勝する	0	0
84988	85055	辛勝する	惜敗する	0	0
84991	85057	連勝する	連敗する	0	0
84993	85058	全勝する	全敗する	0	0
85003	85035	負かす	負ける	0	0
85052	85055	大敗する	惜敗する	0	0
85053	85055	完敗する	惜敗する	0	0
85054	85055	惨敗する	惜敗する	0	0
85099	85100	軍拡する	軍縮する	0	0
85104	85107	出兵する	撤兵する	0	0
85105	85107	派兵する	撤兵する	0	0
85109	85112	遠征する	来征する	0	0
85110	85112	長征する	来征する	0	0
85114	85115	出陣する	帰陣する	0	0
85114	85117	出陣する	撤退する	0	0
85183	85184	建国する	滅亡する	0	0
85245	85264	提訴する	応訴する	0	0
85266	85267	勝訴する	敗訴する	0	0
85298	85300	捕まえる	捕まる	47	29
85299	85300	捕らえる	捕まる	1	2
85306	85344	逮捕する	釈放する	0	0
85336	85337	拘禁する	抑留する	0	0
85336	85344	拘禁する	釈放する	0	0
85358	85359	民営化する	国有化する	0	0
85419	85496	任ずる・任じる	免ずる・免じる	0	0
85421	85498	任じる	免じる	0	0
85422	85504	任命する	罷免する	0	0
85422	85507	任命する	解任する	0	0
85435	85436	拝命する	任官する	0	0
85436	85505	任官する	免官する	0	0
85438	85507	任用する	解任する	0	0
85455	85456	印綬を帯びる	印綬を解く	0	0
85466	85467	信任する	不信任する	0	0
85471	85478	昇進する	降職する	0	0
85471	85479	昇進する	降任する	0	0
85471	85480	昇進する	降格する	0	0
85472	85477	格上げする	格下げする	0	0
85472	85478	格上げする	降職する	0	0
85472	85479	格上げする	降任する	0	0
85472	85480	格上げする	降格する	0	0
85472	85481	格上げする	降等する	0	0
85472	85482	格上げする	降級する	0	0
85473	85477	昇任する	格下げする	0	0
85473	85478	昇任する	降職する	0	0
85473	85479	昇任する	降任する	0	0
85474	85482	昇級する	降級する	0	0
85475	85477	昇格する	格下げする	0	0
85475	85480	昇格する	降格する	0	0
85476	85477	昇段する	格下げする	0	0
85493	85494	栄転する	左遷する	0	0
85498	85520	免じる	首がつながる	0	0
85499	85520	やめさせる	首がつながる	0	0
85500	85520	引きずり下ろす	首がつながる	0	0
85502	85520	暇を出す	首がつながる	0	0
85503	85520	暇をやる	首がつながる	0	0
85504	85520	罷免する	首がつながる	0	0
85505	85520	免官する	首がつながる	0	0
85506	85520	免職する	首がつながる	0	0
85507	85520	解任する	首がつながる	0	0
85508	85520	解職する	首がつながる	0	0
85510	85520	引導を渡す	首がつながる	0	0
85511	85520	解雇する	首がつながる	0	0
85511	85545	解雇する	雇用する	0	0
85512	85520	人減らしする	首がつながる	0	0
85513	85520	リストラする	首がつながる	0	0
85514	85520	馘首する	首がつながる	0	0
85516	85517	首にする	首になる	0	0
85516	85519	首にする	首が飛ぶ	0	0
85516	85520	首にする	首がつながる	0	0
85517	85520	首になる	首がつながる	0	0
85518	85517	首を切る	首になる	0	0
85518	85519	首を切る	首が飛ぶ	0	0
85518	85520	首を切る	首がつながる	0	0
85519	85520	首が飛ぶ	首がつながる	0	0
85570	85575	推薦する	立候補する	0	0
85573	85574	自薦する	他薦する	0	0
85574	85575	他薦する	立候補する	0	0
85575	85576	立候補する	推挙する	0	0
85575	85577	立候補する	推輓する	0	0
85575	85583	立候補する	立てる	0	0
85575	85584	立候補する	担ぐ	0	0
85579	85580	冊立する	廃立する	0	0
85593	85594	当選する	落選する	0	0
85608	85609	教える	教わる	1376	465
85659	85662	薫陶する	示しがつかない	0	0
85660	85662	垂範する	示しがつかない	0	0
85661	85662	範を垂れる	示しがつかない	0	0
85678	85682	戒告する	自戒する	0	0
85679	85682	教戒する	自戒する	0	0
85680	85682	訓戒する	自戒する	0	0
85681	85682	訓告する	自戒する	0	0
85682	85683	自戒する	訓諭する	0	0
85682	85684	自戒する	説諭する	0	0
85682	85685	自戒する	説教する	0	0
85752	85756	世話する	面倒を掛ける	0	0
85755	85756	面倒を見る	面倒を掛ける	0	0
85761	85767	世話を焼く	世話になる	0	0
85761	85768	世話を焼く	お世話にあずかる	0	0
85762	85767	世話が焼ける	世話になる	0	0
85762	85768	世話が焼ける	お世話にあずかる	0	0
85776	85777	手に掛ける	手に掛かる	0	0
85798	85803	手伝う	手を借りる	0	0
85799	85803	手助けする	手を借りる	0	0
85800	85803	補佐する	手を借りる	0	0
85802	85803	手を貸す	手を借りる	0	0
85803	85804	手を借りる	力になる	0	0
85871	85872	求職する	求人する	0	0
85886	85888	願い出る	願い下げる	0	0
85887	85888	願い上げる	願い下げる	0	0
85976	86000	命ずる・命じる	禁ずる・禁じる	0	0
85977	86001	命ずる	禁ずる	0	0
85978	86002	命じる	禁じる	0	0
85979	86003	命令する	禁止する	0	0
85997	86088	諫止する	扇動する	0	0
86002	86158	禁じる	許す	3	2
86003	86154	禁止する	解禁する	0	0
86023	86123	干渉する	放任する	0	0
86058	86151	縛る	解く	22	4
86059	86155	束縛する	解放する	0	0
86066	86155	拘束する	解放する	0	0
86130	86140	委託する	受託する	0	0
86158	86178	許す	ただでおかない	0	0
86159	86178	恕する	ただでおかない	0	0
86160	86178	容赦する	ただでおかない	0	0
86161	86178	勘弁する	ただでおかない	0	0
86165	86178	寛恕する	ただでおかない	0	0
86166	86178	諒恕する	ただでおかない	0	0
86167	86178	仮借する	ただでおかない	0	0
86177	86178	ただでおく	ただでおかない	0	0
86180	86208	従う	背く	14	9
86184	86186	とりこにする	なびく	0	0
86200	86209	守る	破る	290	145
86202	86210	遵守する	違反する	0	0
86205	86211	厳守する	違背する	0	0
86233	86298	優遇する	冷遇する	0	0
86233	86299	優遇する	薄遇する	0	0
86234	86298	厚遇する	冷遇する	0	0
86234	86299	厚遇する	薄遇する	0	0
86254	86302	買いかぶる	見くびる	0	0
86341	86344	失礼する	挨拶する	0	0
86342	86344	欠礼する	挨拶する	0	0
86343	86344	失敬する	挨拶する	0	0
86359	86374	仕返す	返り討ちに遭う	0	0
86360	86374	やり返す	返り討ちに遭う	0	0
86361	86374	報いる	返り討ちに遭う	0	0
86362	86374	一矢を報いる	返り討ちに遭う	0	0
86364	86374	あだを討つ	返り討ちに遭う	0	0
86365	86374	敵を討つ	返り討ちに遭う	0	0
86366	86374	敵を取る	返り討ちに遭う	0	0
86367	86374	あだ討ちする	返り討ちに遭う	0	0
86370	86374	報復する	返り討ちに遭う	0	0
86371	86374	返報する	返り討ちに遭う	0	0
86372	86374	復讐する	返り討ちに遭う	0	0
86373	86374	復仇する	返り討ちに遭う	0	0
86388	86464	賞する	罰する	4	4
86390	86392	授賞する	受賞する	0	0
86391	86393	授章する	受章する	0	0
86398	86493	褒める	しかる	26	18
86508	86514	とっちめる	痛棒を食らう	0	0
86509	86514	懲らしめる	痛棒を食らう	0	0
86510	86514	懲らす	痛棒を食らう	0	0
86511	86514	言い懲らす	痛棒を食らう	0	0
86513	86514	痛棒を食らわす	痛棒を食らう	0	0
86514	86518	痛棒を食らう	灸を据える	0	0
86536	86547	だます	はまる	0	0
86536	86550	だます	ぺてんに掛かる	0	0
86536	86553	だます	わなに掛かる	0	0
86536	86555	だます	引っ掛かる	0	1
86536	86556	だます	術中に陥る	0	0
86536	86559	だます	一杯食う	0	0
86536	86561	だます	してやられる	0	0
86537	86547	だまかす	はまる	0	0
86537	86550	だまかす	ぺてんに掛かる	0	0
86537	86553	だまかす	わなに掛かる	0	0
86537	86555	だまかす	引っ掛かる	0	0
86537	86556	だまかす	術中に陥る	0	0
86537	86559	だまかす	一杯食う	0	0
86537	86561	だまかす	してやられる	0	0
86538	86547	だまし込む	はまる	0	0
86538	86550	だまし込む	ぺてんに掛かる	0	0
86538	86553	だまし込む	わなに掛かる	0	0
86538	86555	だまし込む	引っ掛かる	0	0
86538	86556	だまし込む	術中に陥る	0	0
86538	86559	だまし込む	一杯食う	0	0
86538	86561	だまし込む	してやられる	0	0
86539	86547	たらす	はまる	0	0
86539	86550	たらす	ぺてんに掛かる	0	0
86539	86553	たらす	わなに掛かる	0	0
86539	86555	たらす	引っ掛かる	0	0
86539	86556	たらす	術中に陥る	0	0
86539	86559	たらす	一杯食う	0	0
86539	86561	たらす	してやられる	0	0
86540	86547	欺く	はまる	0	0
86540	86550	欺く	ぺてんに掛かる	0	0
86540	86553	欺く	わなに掛かる	0	0
86540	86555	欺く	引っ掛かる	0	0
86540	86556	欺く	術中に陥る	0	0
86540	86559	欺く	一杯食う	0	0
86540	86561	欺く	してやられる	0	0
86541	86547	かたる	はまる	0	0
86541	86550	かたる	ぺてんに掛かる	0	0
86541	86553	かたる	わなに掛かる	0	0
86541	86555	かたる	引っ掛かる	0	0
86541	86556	かたる	術中に陥る	0	0
86541	86559	かたる	一杯食う	0	0
86541	86561	かたる	してやられる	0	0
86542	86547	いんちきする	はまる	0	0
86542	86550	いんちきする	ぺてんに掛かる	0	0
86542	86553	いんちきする	わなに掛かる	0	0
86542	86555	いんちきする	引っ掛かる	0	0
86542	86556	いんちきする	術中に陥る	0	0
86542	86559	いんちきする	一杯食う	0	0
86542	86561	いんちきする	してやられる	0	0
86543	86547	瞞着する	はまる	0	0
86543	86550	瞞着する	ぺてんに掛かる	0	0
86543	86553	瞞着する	わなに掛かる	0	0
86543	86555	瞞着する	引っ掛かる	0	0
